Iteracion	Nombre	Promedio	Desviacion	Error(2sigma/raiz(n)*promedio)
Test 0
Occupation In
2	ABB_OccOut(2^14)	1048592.0	9.237604307034012	5.086353567695551E-6
2	AVL_OccOut(2^14)	2371269.3333333335	1807.527961978274	8.80184077570774E-4
2	SPL_OccOut(2^14)	1048589.3333333333	18.475208614068023	2.034479338590767E-5
2	VEB_OccOut(2^14)	16.0	0.0	0.0
2	ABB_OccOut(2^13)	524304.0	9.237604307034012	5.086482925948438E-6
2	AVL_OccOut(2^13)	2371269.3333333335	1807.527961978274	8.80184077570774E-4
2	SPL_OccOut(2^13)	1048557.3333333334	18.475208614068023	2.0345414270782205E-5
2	VEB_OccOut(2^13)	16.0	0.0	0.0
2	ABB_OccOut(2^12)	262160.0	0.0	0.0
2	AVL_OccOut(2^12)	2371269.3333333335	1807.527961978274	8.80184077570774E-4
2	SPL_OccOut(2^12)	1048525.3333333334	18.475208614068023	2.0346035193554378E-5
2	VEB_OccOut(2^12)	16.0	0.0	0.0
2	ABB_OccOut(2^11)	131088.0	9.237604307034012	5.086741662194573E-6
2	AVL_OccOut(2^11)	2371269.3333333335	1807.527961978274	8.80184077570774E-4
2	SPL_OccOut(2^11)	1048493.3333333334	18.475208614068023	2.0346656154227653E-5
2	VEB_OccOut(2^11)	16.0	0.0	0.0
2	ABB_OccOut(2^10)	65552.0	0.0	0.0
2	AVL_OccOut(2^10)	2371269.3333333335	1807.527961978274	8.80184077570774E-4
2	SPL_OccOut(2^10)	1048461.3333333334	18.475208614068023	2.0347277152805507E-5
2	VEB_OccOut(2^10)	16.0	0.0	0.0
TIME in
2	ABB_Time_insert(2^10)	1.3333333333333333	1.5275252316519468	1.3228756555322954
2	AVL_Time_insert(2^10)	11.666666666666666	6.350852961085883	0.6285714285714286
2	SPL_Time_insert(2^10)	2.0	2.6457513110645907	1.5275252316519468
2	VEB_Time_insert(2^10)	0.33333333333333337	0.5773502691896257	1.9999999999999996
2	ABB_Time_insert(2^11)	0.0	0.0	NaN
2	AVL_Time_insert(2^11)	35.666666666666664	9.29157324317757	0.3008126530734782
2	SPL_Time_insert(2^11)	0.6666666666666667	0.5773502691896257	0.9999999999999998
2	VEB_Time_insert(2^11)	0.0	0.0	NaN
2	ABB_Time_insert(2^12)	0.6666666666666667	0.5773502691896257	0.9999999999999998
2	AVL_Time_insert(2^12)	155.33333333333334	24.172987679087857	0.17969460442453494
2	SPL_Time_insert(2^12)	1.6666666666666667	0.5773502691896257	0.4
2	VEB_Time_insert(2^12)	0.33333333333333337	0.5773502691896257	1.9999999999999996
2	ABB_Time_insert(2^13)	1.0	0.0	0.0
2	AVL_Time_insert(2^13)	632.6666666666666	88.00757543151234	0.16062549220055833
2	SPL_Time_insert(2^13)	1.3333333333333335	1.5275252316519465	1.322875655532295
2	VEB_Time_insert(2^13)	0.33333333333333337	0.5773502691896257	1.9999999999999996
2	ABB_Time_insert(2^14)	2.3333333333333335	0.5773502691896257	0.2857142857142857
2	AVL_Time_insert(2^14)	3684.3333333333335	1049.8106178417768	0.3290193302139205
2	SPL_Time_insert(2^14)	2.0	0.0	0.0
2	VEB_Time_insert(2^14)	0.0	0.0	NaN
2	ABB_Time_insert(2^15)	5.0	0.0	0.0
2	AVL_Time_insert(2^15)	23053.0	7734.519248149816	0.38741393918115985
2	SPL_Time_insert(2^15)	4.333333333333333	0.5773502691896257	0.15384615384615385
2	VEB_Time_insert(2^15)	0.0	0.0	NaN
TIME out
2	ABB_Time_deleting(2^14)	3.666666666666667	2.516611478423583	0.7925270806437588
2	AVL_Time_deleting(2^14)	0.0	0.0	NaN
2	SPL_Time_deleting(2^14)	1.0	1.7320508075688772	2.0
2	VEB_Time_deleting(2^14)	0.33333333333333337	0.5773502691896257	1.9999999999999996
2	ABB_Time_deleting(2^13)	0.33333333333333337	0.5773502691896257	1.9999999999999996
2	AVL_Time_deleting(2^13)	0.0	0.0	NaN
2	SPL_Time_deleting(2^13)	0.33333333333333337	0.5773502691896257	1.9999999999999996
2	VEB_Time_deleting(2^13)	0.33333333333333337	0.5773502691896257	1.9999999999999996
2	ABB_Time_deleting(2^12)	1.0	0.0	0.0
2	AVL_Time_deleting(2^12)	0.0	0.0	NaN
2	SPL_Time_deleting(2^12)	0.0	0.0	NaN
2	VEB_Time_deleting(2^12)	0.0	0.0	NaN
2	ABB_Time_deleting(2^11)	0.0	0.0	NaN
2	AVL_Time_deleting(2^11)	0.0	0.0	NaN
2	SPL_Time_deleting(2^11)	0.6666666666666666	0.5773502691896257	1.0
2	VEB_Time_deleting(2^11)	0.0	0.0	NaN
2	ABB_Time_deleting(2^10)	0.0	0.0	NaN
2	AVL_Time_deleting(2^10)	0.0	0.0	NaN
2	SPL_Time_deleting(2^10)	0.0	0.0	NaN
2	VEB_Time_deleting(2^10)	0.0	0.0	NaN
2	ABB_Time_erased	0.33333333333333337	0.5773502691896257	1.9999999999999996
2	AVL_Time_erased	0.0	0.0	NaN
2	SPL_Time_erased	1.0	0.0	0.0
2	VEB_Time_erased	0.0	0.0	NaN
TIME successful search
2	ABB_Time_successfulSearch(2^10)	2.6666666666666665	2.886751345948129	1.2500000000000002
2	AVL_Time_successfulSearch(2^10)	2.3333333333333335	1.5275252316519465	0.7559289460184544
2	SPL_Time_insert(2^10)	3.0	2.6457513110645907	1.0183501544346312
2	VEB_Time_insert(2^10)	0.33333333333333337	0.5773502691896257	1.9999999999999996
2	ABB_Time_successfulSearch(2^11)	1.3333333333333333	0.5773502691896257	0.5
2	AVL_Time_successfulSearch(2^11)	1.6666666666666667	0.5773502691896257	0.4
2	SPL_Time_insert(2^11)	1.3333333333333333	0.5773502691896257	0.5
2	VEB_Time_insert(2^11)	0.0	0.0	NaN
2	ABB_Time_successfulSearch(2^12)	1.3333333333333333	0.5773502691896257	0.5
2	AVL_Time_successfulSearch(2^12)	1.3333333333333333	0.5773502691896257	0.5
2	SPL_Time_insert(2^12)	1.0	0.0	0.0
2	VEB_Time_insert(2^12)	0.0	0.0	NaN
2	ABB_Time_successfulSearch(2^13)	1.0	0.0	0.0
2	AVL_Time_successfulSearch(2^13)	1.3333333333333333	0.5773502691896257	0.5
2	SPL_Time_insert(2^13)	1.0	0.0	0.0
2	VEB_Time_insert(2^13)	0.0	0.0	NaN
2	ABB_Time_successfulSearch(2^14)	1.0	0.0	0.0
2	AVL_Time_successfulSearch(2^14)	1.3333333333333333	0.5773502691896257	0.5
2	SPL_Time_insert(2^14)	1.0	0.0	0.0
2	VEB_Time_insert(2^14)	0.0	0.0	NaN
2	ABB_Time_successfulSearch(2^15)	0.6666666666666666	0.5773502691896257	1.0
2	AVL_Time_successfulSearch(2^15)	1.0	0.0	0.0
2	SPL_Time_insert(2^15)	1.3333333333333333	0.5773502691896257	0.5
2	VEB_Time_insert(2^15)	0.0	0.0	NaN
TIME unfavorable search
2	ABB_Time_unfavorableSearch(2^10)	3.0	4.358898943540674	1.6777409856157224
